Age,Gender,Condition,Experiment ID,animacy,anthropomorphism,lesson,transitions,recall,recognition,p_corr_0_meanF0Hz,Proximity_meanF0Hz,Convergence_meanF0Hz,p_corr_0_stdevF0Hz,Proximity_stdevF0Hz,Convergence_stdevF0Hz,p_corr_0_HNR,Proximity_HNR,Convergence_HNR,p_corr_0_localJitter,Proximity_localJitter,Convergence_localJitter,p_corr_0_localabsoluteJitter,Proximity_localabsoluteJitter,Convergence_localabsoluteJitter,p_corr_0_rapJitter,Proximity_rapJitter,Convergence_rapJitter,p_corr_0_ppq5Jitter,Proximity_ppq5Jitter,Convergence_ppq5Jitter,p_corr_0_ddpJitter,Proximity_ddpJitter,Convergence_ddpJitter,p_corr_0_localShimmer,Proximity_localShimmer,Convergence_localShimmer,p_corr_0_localdbShimmer,Proximity_localdbShimmer,Convergence_localdbShimmer,p_corr_0_apq3Shimmer,Proximity_apq3Shimmer,Convergence_apq3Shimmer,p_corr_0_apq5Shimmer,Proximity_apq5Shimmer,Convergence_apq5Shimmer,p_corr_0_apq11Shimmer,Proximity_apq11Shimmer,Convergence_apq11Shimmer,p_corr_0_ddaShimmer,Proximity_ddaShimmer,Convergence_ddaShimmer,p_corr_0_meanPitch,Proximity_meanPitch,Convergence_meanPitch,p_corr_0_maxPitch,Proximity_maxPitch,Convergence_maxPitch,p_corr_0_minPitch,Proximity_minPitch,Convergence_minPitch,p_corr_0_meanIntensity,Proximity_meanIntensity,Convergence_meanIntensity,p_corr_0_maxIntensity,Proximity_maxIntensity,Convergence_maxIntensity,p_corr_0_minIntensity,Proximity_minIntensity,Convergence_minIntensity
22,Female,2,Masha14-Robot,0.7,0.55,1,0.8,0.4345454545,1,0.02723205536,-0.4421886951,0.4396186814,0.2677954454,-0.3527008045,-0.1506409908,0.3552145734,-0.3475219051,-0.4315105856,0.6225096048,-0.2648805716,0.0290565078,0.6818058184,-0.2661338683,0.5770621282,0.4014911585,-0.2545735021,0.405879793,0.7015326952,-0.2517473921,-0.3555676325,0.4014911585,-0.2545735021,0.405879793,0.2542303533,-0.3960560515,-0.007283695185,0.4640630252,-0.3280746363,0.04190551299,0.3990539893,-0.3810955941,0.04269488361,0.1419601173,-0.4761891876,-0.2336077767,0.4137242309,-0.311106521,0.3127488854,0.3990539893,-0.3810955941,0.04269488361,0.1988396914,-0.4508417047,0.004916465158,0.08928394381,-0.355527711,0.2030969305,0.2922922244,-0.3997804489,0.07127826788,-0.08558005265,-0.4002046121,-0.2173050373,0.3056593701,-0.433313961,0.04487173939,-0.1566583864,-0.4204159506,-0.01563704031
23,Female,2,Masha2-Robot,0.7,0.55,0.8,0.6,0.2948106061,0.8333333333,0.2929850573,-0.3025160573,0.2103312526,0.2733423933,-0.368132535,0.009196290145,0.2208624081,-0.486479424,-0.5234294818,0.2982619381,-0.478168427,-0.2546634949,0.4764051297,-0.4249139529,0.03304337836,0.2875526922,-0.432953447,-0.2065302043,0.3678284353,-0.4347124686,-0.06245701998,0.2875526922,-0.432953447,-0.2065302043,0.02562390739,-0.3817597225,0.1945553882,0.05501411912,-0.3730310182,0.1850890027,-0.04001935852,-0.3488704748,0.1979904419,0.343043799,-0.3343417108,0.2648800515,-0.06309781898,-0.4249720048,0.0445460306,-0.04001935852,-0.3488704748,0.1979904419,-0.04323822724,-0.3215500803,0.02330659762,-0.09511420079,-0.4217870312,0.1380561397,-0.2131079744,-0.4955951751,0.1492752003,-0.1072481199,-0.4927812954,-0.02275286615,-0.1679649517,-0.4474061601,-0.2019029522,-0.3556152692,-0.5208167814,-0.0280158701
24,Female,1,Masha3-Human,0.65,0.6,0.6,0.6,0.3348106061,0.8888888889,0.0680362817,-0.4599981151,-0.1529822618,0.2110992997,-0.3138357727,-0.3937226328,0.2921349042,-0.4222321598,0.1266683349,0.05021146298,-0.4558832835,0.230077794,0.01828749006,-0.4669485282,0.108705646,0.03268655265,-0.4777722944,0.2949001829,0.04975180582,-0.4272904352,0.3137773413,0.03268655265,-0.4777722944,0.2949001829,-0.09815407956,-0.5050855242,0.00777470822,0.03229128864,-0.4554234742,-0.01684127267,0.0390172148,-0.4916331121,-0.1121376425,-0.01248938749,-0.4460501703,0.03069488701,0.1127846158,-0.4187398043,-0.1081343645,0.0390172148,-0.4916331121,-0.1121376425,0.3686032522,-0.4343798191,-0.2638890422,0.1545921805,-0.5049827165,-0.008339559405,0.03431175084,-0.4457208133,-0.1800208798,-0.08374802226,-0.408082821,-0.2258225791,0.1653606664,-0.5218217081,-0.2955485218,-0.02499973162,-0.460612142,-0.4953857772
24,Female,2,Masha4-Robot,0.65,0.75,1,0.6,0.3103409091,0.7777777778,-0.2335103449,-0.5100553229,-0.02497351775,-0.102481867,-0.4565817752,-0.1243865651,-0.03720069624,-0.4791440567,0.1935034911,0.1107494443,-0.3872061008,0.4869260061,-0.2962032513,-0.534356585,0.3794025113,-0.002438570477,-0.4256091693,0.2717548261,0.2616546005,-0.3941519286,0.3236607441,-0.002438570477,-0.4256091693,0.2717548261,0.01753062482,-0.3471209053,-0.4895558433,-0.1207666716,-0.3527635211,-0.443241517,-0.001747529855,-0.3381312655,-0.5151452757,0.1310092379,-0.4500696153,-0.2884575586,0.197844216,-0.3607862615,-0.3042090559,-0.001747529855,-0.3381312655,-0.5151452757,-0.321214593,-0.5786990738,0.1198357967,-0.04749194799,-0.5274852482,-0.04853986121,0.009721335556,-0.4149163038,0.3271605674,-0.0174920594,-0.5419133176,-0.321202021,-0.01994405172,-0.5060859063,-0.1521282832,-0.1040520517,-0.4816693916,0.2736989893
23,Male,2,Masha5-Robot,0.5,0.45,0.8,0.6,0.3804924242,0.8888888889,0.1544472134,-0.371592324,-0.09267533703,-0.03267188128,-0.3852703753,-0.2207866347,-0.3225292224,-0.5101706406,-0.4887704522,0.3050506219,-0.3741319353,-0.2853439538,0.3281652267,-0.386665111,-0.3195611204,0.1629697847,-0.4237424867,-0.3309986949,0.5645324597,-0.2951740356,-0.2693877148,0.1629697847,-0.4237424867,-0.3309986949,0.02176487922,-0.409110691,-0.08029208181,0.107307918,-0.3983879044,-0.05860136649,-0.1540448136,-0.4014416481,-0.2606431664,0.1254410347,-0.5235297497,0.5436849632,-0.1155999946,-0.3832400223,-0.5826125821,-0.1540448136,-0.4014416481,-0.2606431664,-0.1969607215,-0.492293185,-0.3286307023,-0.4352344062,-0.5453263391,0.1820374413,-0.1352941874,-0.3392028648,-0.4018725565,0.1682624461,-0.4244717483,0.3053772502,0.1297654019,-0.490799076,0.4743670866,-0.1379703081,-0.4104440272,-0.4491471847
29,Male,2,Masha7-Robot,0.6,0.45,0.6,0.6,0.4497727273,0.9444444444,-0.6137279368,-0.6243421467,0.7063384727,0.08330084812,-0.3004298208,-0.07860261547,0.4316058207,-0.3117161033,0.5254801017,-0.0651652513,-0.4105618419,0.07261488842,0.129806648,-0.3931409356,0.2636051995,0.3612712422,-0.3521824666,0.1971316978,0.3877908914,-0.3523173874,0.1424166828,0.3612712422,-0.3521824666,0.1971316978,-0.1139169474,-0.3795184486,-0.4177531357,-0.1614286775,-0.3858270768,-0.5908192768,-0.0698492864,-0.4292272534,-0.2366010032,-0.3939271948,-0.5036261111,-0.4480507706,0.1843086483,-0.3699269515,-0.01961938796,-0.0698492864,-0.4292272534,-0.2366010032,-0.0850231151,-0.3726731641,-0.2540694648,-0.208523485,-0.3438984408,0.5744900895,-0.0001793533973,-0.3678051315,0.2799063357,0.06720028235,-0.3978608325,-0.5320139897,-0.02767803452,-0.6060829485,-0.6763814166,-0.1099687029,-0.4129696994,0.03051581025
24,Female,1,Masha8-Human,1,1,1,1,0.1697348485,0.5555555556,0.001315499056,-0.398243203,0.5520091545,-0.4036485572,-0.567450759,0.0831785821,-0.2369890287,-0.5431572383,0.3242332859,-0.2340154075,-0.3092312774,-0.1254736895,-0.2453210254,-0.3079961646,0.1660636681,0.1062625697,-0.3835801727,-0.3323268209,0.2766469156,-0.3470690502,-0.2378120217,0.1062625697,-0.3835801727,-0.3323268209,-0.1551835476,-0.2837579307,-0.08957202534,-0.1085796408,-0.2820961054,-0.02127033019,0.1691676401,-0.2922818429,-0.2661004767,0.4233437524,-0.2322292557,-0.4719829359,-0.1542696059,-0.3817375399,-0.06723556524,0.1691676401,-0.2922818429,-0.2661004767,0.4085703118,-0.2928080721,0.3106448485,0.02705854982,-0.2687581519,0.4776127362,0.6314530606,-0.236549492,0.1470329232,-0.4459606066,-0.4146814606,0.4076620583,0.3913845473,-0.4349092946,0.1759626646,-0.0002498420244,-0.401999237,-0.02870053272
52,Female,2,Masha9-Robot,0.35,0.3,0.6,0.6,0.2692424242,0.8333333333,0.6159326074,-0.4300884376,0.07981330736,0.2461010206,-0.3032837579,-0.1783129341,0.4745962617,-0.3641138611,-0.3929472945,0.1999617165,-0.1955207553,-0.4483332487,-0.005864041545,-0.3966508437,-0.7059894086,-0.2100313599,-0.2809281833,-0.01011214875,0.3807980397,-0.2099946652,-0.0283897321,-0.2100313599,-0.2809281833,-0.01011214875,-0.07217485264,-0.8889544447,0.8278887356,0.0858163288,-0.7956196906,0.7352024847,-0.1765066413,-0.8968281292,0.8766769671,0.09551655051,-0.7807015663,0.8278857763,0.1223859373,-0.492230326,0.3195459136,-0.1765066413,-0.8968281292,0.8766769671,0.7416078619,-0.3263706149,-0.5631201912,-0.6177557896,-0.3803472544,-0.6168116917,0.6737720514,-0.6677612834,-0.04560526813,0.5230950823,-0.3301262875,0.1838208404,0.3679391519,-0.9594726773,-0.8398242337,0.4167830827,-0.2594387153,0.4607820309
23,Female,2,Nash- Dec 11 16_30- Robot- Female,0.55,0.3,0.6,0.2,0.2834469697,0.5,0.1472371488,-0.5125404029,-0.04094556379,0.2399230774,-0.4536114519,-0.09741238807,-0.436939688,-0.7342958732,0.02690769443,-0.4864883619,-0.6892562486,0.0960674672,-0.6374065848,-0.7251879279,0.1991121108,-0.4125913228,-0.6810812458,0.1638712205,-0.3903301134,-0.6630855234,0.2514609395,-0.4125913228,-0.6810812458,0.1638712205,-0.3710167677,-0.6790387816,-0.03308574545,-0.3398965568,-0.6616231677,0.08014648214,-0.3360408366,-0.6210115018,0.2396915232,-0.4153409555,-0.6182473937,0.3112930394,0.1977408638,-0.3261918161,0.3125997487,-0.3360408366,-0.6210115018,0.2396915232,0.06084923714,-0.4669884458,0.2140113907,0.3044488454,-0.3220150678,-0.3470349283,-0.1174841274,-0.5643002777,-0.07055823669,-0.4043630514,-0.5704522205,0.2427129222,0.5530689184,-0.4110639005,-0.2954404604,0.032247114,-0.4852565256,0.3391833519
22,Male,2,Nash- Dec 11 17_30- Robot- Male,0.35,0.4,1,0.8,0.3463257576,0.8333333333,0.09051231296,-0.4647666687,0.2181026685,-0.5211161676,-0.4806244488,0.1293265822,-0.5422845662,-0.7334901744,-0.3380821528,-0.3752154217,-0.5586356151,-0.375196925,-0.2138685998,-0.6301375497,-0.2354466108,-0.3546150162,-0.637519962,-0.09712273089,-0.2699676765,-0.5160865423,0.05942563282,-0.3546150162,-0.637519962,-0.09712273089,0.2872305939,-0.4142111462,0.1812278194,0.1859161964,-0.4060825233,-0.01862632364,0.009708018079,-0.7171917609,0.3457327656,0.4739654686,-0.4342801038,0.6838185563,0.04351867402,-0.3235523307,0.2729640666,0.009708018079,-0.7171917609,0.3457327656,0.1758861407,-0.384098277,0.08546094267,0.01785961623,-0.473034165,-0.02240044276,0.2786594704,-0.4347983056,-0.7819776792,-0.4149753174,-0.6645095889,0.4881760849,0.08640623622,-0.5203625677,0.3590556208,-0.6338461738,-0.6340262065,0.2926458844
26,Male,1,Nash-Dec 10 12_30- Human- Male,0.35,0.25,0.4,0.4,0.2463636364,0.7777777778,0.4987889109,-0.3010080273,-0.3274666783,0.007006063712,-0.3407509645,-0.5742018048,0.1090220474,-0.5140899315,-0.1735544125,0.1587096808,-0.3453933847,0.07717481188,-0.07024815878,-0.3383702754,0.378564294,0.4947150341,-0.3571953177,-0.3266435163,0.4558080199,-0.3924196136,-0.2655222586,0.4947150341,-0.3571953177,-0.3266435163,0.2465094561,-0.4391050744,-0.3409609828,0.1561002163,-0.4509812777,-0.3512333334,0.1795274951,-0.4365442737,-0.3935301571,0.2665215799,-0.5219149106,-0.606830421,0.1848249892,-0.4532284686,-0.5069555668,0.1795274951,-0.4365442737,-0.3935301571,0.3675569461,-0.3860893764,-0.2184721871,0.1386733954,-0.3462169791,0.07856862674,0.2141379156,-0.4141632571,-0.09153832105,0.2624045,-0.3954686824,-0.2926945315,-0.07535515368,-0.69919909,-0.1172066811,0.06003106364,-0.4517524075,-0.1667839027
27,Female,2,Nash1,0.5,0.45,0.8,0.4,0.1222348485,0.6666666667,-0.2570923852,-0.4533504225,0.5848427506,0.4404877836,-0.3151712122,-0.1680143791,-0.7091026691,-0.6596187914,-0.6226217122,-0.1042166389,-0.4313918493,-0.2542611704,-0.08363680276,-0.4356914915,0.04234955886,-0.4005296015,-0.5683568651,-0.1267895232,-0.4846737593,-0.5319631735,-0.2093477213,-0.4005296015,-0.5683568651,-0.1267895232,-0.5639980994,-0.6523650066,-0.06153161954,-0.5482529971,-0.6114819094,0.03054087934,-0.4818106749,-0.5136735135,0.1057816166,-0.2503561975,-0.4505854502,-0.2546789545,-0.3935365016,-0.4708584574,-0.1831706198,-0.4818106749,-0.5136735135,0.1057816166,-0.08234802089,-0.4253430476,0.3323507126,0.03042248509,-0.4005813762,-0.05440534804,0.3688723769,-0.3207248669,0.5076620949,-0.3767539859,-0.4032994684,0.2759956881,0.1711958257,-0.5331777194,0.5684593246,0.4228412861,-0.3213088942,-0.4658540318
25,Female,1,Nash10- Human,0.9,0.95,0.8,0.6,0.2096590909,0.7777777778,-0.07384721001,-0.5814607471,0.29228972,0.2540566248,-0.3203057354,-0.09287288943,-0.2286611911,-0.5898777827,-0.2378322789,0.2034970671,-0.4476025252,-0.1812513178,0.07749752439,-0.4984195625,0.2036554444,0.2686322057,-0.5404347803,-0.1820156862,-0.01084738798,-0.576778753,-0.3470919087,0.2686322057,-0.5404347803,-0.1820156862,0.1107831046,-0.5891603333,-0.0427284612,0.09220271736,-0.5941301209,-0.1484397784,0.2924022506,-0.5189147019,0.3466267029,0.2460276284,-0.5203832228,0.2095764615,0.02973989504,-0.5168683263,-0.1310434574,0.2924022506,-0.5189147019,0.3466267029,-0.2479619633,-0.7696944577,0.4288022131,0.1761739597,-0.4502225715,-0.4003923462,-0.09262060145,-0.4537103367,0.183781547,0.07182064403,-0.4252259387,0.531113418,-0.3116592713,-0.5223151621,-0.3271095343,0.1935239938,-0.3983371545,-0.0526038836
22,Male,1,Nash2,0.95,0.9,0.6,0.6,0.2368939394,0.5,-0.4344815716,-0.6918721254,0.6580383831,-0.4262656718,-0.4297846318,-0.4396268428,-0.4036646741,-0.6455529488,0.1176551407,-0.1777814854,-0.5576947985,0.02287972553,-0.2974610004,-0.5833907846,0.3904523476,-0.4145036287,-0.7491855447,0.1102573503,-0.04511308932,-0.5251844441,0.05165245043,-0.4145036287,-0.7491855447,0.1102573503,-0.08285344341,-0.6744530341,0.3399265142,-0.03771871656,-0.66762591,0.4514531575,-0.2691889034,-0.7785192533,0.3893461232,-0.05753184761,-0.6131523485,0.4919162051,-0.2801888857,-0.5025965841,0.5024811245,-0.2691889034,-0.7785192533,0.3893461232,-0.1284121583,-0.6300142849,0.3650297888,-0.190147861,-0.419278844,-0.1811836243,0.4178804147,-0.2278025686,-0.4239578842,0.03989963058,-0.3957985237,0.3627074497,0.3905860203,-0.3384265014,-0.05012267676,-0.114039703,-0.446863782,0.4439691868
