Age,Gender,Condition,Experiment ID,animacy,anthropomorphism,lesson,transitions,recall,recognition,p_corr_0_meanF0Hz,Proximity_meanF0Hz,Convergence_meanF0Hz,p_corr_0_stdevF0Hz,Proximity_stdevF0Hz,Convergence_stdevF0Hz,p_corr_0_HNR,Proximity_HNR,Convergence_HNR,p_corr_0_localJitter,Proximity_localJitter,Convergence_localJitter,p_corr_0_localabsoluteJitter,Proximity_localabsoluteJitter,Convergence_localabsoluteJitter,p_corr_0_rapJitter,Proximity_rapJitter,Convergence_rapJitter,p_corr_0_ppq5Jitter,Proximity_ppq5Jitter,Convergence_ppq5Jitter,p_corr_0_ddpJitter,Proximity_ddpJitter,Convergence_ddpJitter,p_corr_0_localShimmer,Proximity_localShimmer,Convergence_localShimmer,p_corr_0_localdbShimmer,Proximity_localdbShimmer,Convergence_localdbShimmer,p_corr_0_apq3Shimmer,Proximity_apq3Shimmer,Convergence_apq3Shimmer,p_corr_0_apq5Shimmer,Proximity_apq5Shimmer,Convergence_apq5Shimmer,p_corr_0_apq11Shimmer,Proximity_apq11Shimmer,Convergence_apq11Shimmer,p_corr_0_ddaShimmer,Proximity_ddaShimmer,Convergence_ddaShimmer,p_corr_0_meanPitch,Proximity_meanPitch,Convergence_meanPitch,p_corr_0_maxPitch,Proximity_maxPitch,Convergence_maxPitch,p_corr_0_minPitch,Proximity_minPitch,Convergence_minPitch,p_corr_0_meanIntensity,Proximity_meanIntensity,Convergence_meanIntensity,p_corr_0_maxIntensity,Proximity_maxIntensity,Convergence_maxIntensity,p_corr_0_minIntensity,Proximity_minIntensity,Convergence_minIntensity
52,Female,2,Masha9-Robot,0.35,0.3,0.6,0.6,0.2692424242,0.8333333333,0.6159326074,-0.4300884376,0.07981330736,0.2461010206,-0.3032837579,-0.1783129341,0.4745962617,-0.3641138611,-0.3929472945,0.1999617165,-0.1955207553,-0.4483332487,-0.005864041545,-0.3966508437,-0.7059894086,-0.2100313599,-0.2809281833,-0.01011214875,0.3807980397,-0.2099946652,-0.0283897321,-0.2100313599,-0.2809281833,-0.01011214875,-0.07217485264,-0.8889544447,0.8278887356,0.0858163288,-0.7956196906,0.7352024847,-0.1765066413,-0.8968281292,0.8766769671,0.09551655051,-0.7807015663,0.8278857763,0.1223859373,-0.492230326,0.3195459136,-0.1765066413,-0.8968281292,0.8766769671,0.7416078619,-0.3263706149,-0.5631201912,-0.6177557896,-0.3803472544,-0.6168116917,0.6737720514,-0.6677612834,-0.04560526813,0.5230950823,-0.3301262875,0.1838208404,0.3679391519,-0.9594726773,-0.8398242337,0.4167830827,-0.2594387153,0.4607820309
23,Female,2,Nash- Dec 11 16_30- Robot- Female,0.55,0.3,0.6,0.2,0.2834469697,0.5,0.1472371488,-0.5125404029,-0.04094556379,0.2399230774,-0.4536114519,-0.09741238807,-0.436939688,-0.7342958732,0.02690769443,-0.4864883619,-0.6892562486,0.0960674672,-0.6374065848,-0.7251879279,0.1991121108,-0.4125913228,-0.6810812458,0.1638712205,-0.3903301134,-0.6630855234,0.2514609395,-0.4125913228,-0.6810812458,0.1638712205,-0.3710167677,-0.6790387816,-0.03308574545,-0.3398965568,-0.6616231677,0.08014648214,-0.3360408366,-0.6210115018,0.2396915232,-0.4153409555,-0.6182473937,0.3112930394,0.1977408638,-0.3261918161,0.3125997487,-0.3360408366,-0.6210115018,0.2396915232,0.06084923714,-0.4669884458,0.2140113907,0.3044488454,-0.3220150678,-0.3470349283,-0.1174841274,-0.5643002777,-0.07055823669,-0.4043630514,-0.5704522205,0.2427129222,0.5530689184,-0.4110639005,-0.2954404604,0.032247114,-0.4852565256,0.3391833519
22,Male,2,Nash- Dec 11 17_30- Robot- Male,0.35,0.4,1,0.8,0.3463257576,0.8333333333,0.09051231296,-0.4647666687,0.2181026685,-0.5211161676,-0.4806244488,0.1293265822,-0.5422845662,-0.7334901744,-0.3380821528,-0.3752154217,-0.5586356151,-0.375196925,-0.2138685998,-0.6301375497,-0.2354466108,-0.3546150162,-0.637519962,-0.09712273089,-0.2699676765,-0.5160865423,0.05942563282,-0.3546150162,-0.637519962,-0.09712273089,0.2872305939,-0.4142111462,0.1812278194,0.1859161964,-0.4060825233,-0.01862632364,0.009708018079,-0.7171917609,0.3457327656,0.4739654686,-0.4342801038,0.6838185563,0.04351867402,-0.3235523307,0.2729640666,0.009708018079,-0.7171917609,0.3457327656,0.1758861407,-0.384098277,0.08546094267,0.01785961623,-0.473034165,-0.02240044276,0.2786594704,-0.4347983056,-0.7819776792,-0.4149753174,-0.6645095889,0.4881760849,0.08640623622,-0.5203625677,0.3590556208,-0.6338461738,-0.6340262065,0.2926458844
27,Female,2,Nash1,0.5,0.45,0.8,0.4,0.1222348485,0.6666666667,-0.2570923852,-0.4533504225,0.5848427506,0.4404877836,-0.3151712122,-0.1680143791,-0.7091026691,-0.6596187914,-0.6226217122,-0.1042166389,-0.4313918493,-0.2542611704,-0.08363680276,-0.4356914915,0.04234955886,-0.4005296015,-0.5683568651,-0.1267895232,-0.4846737593,-0.5319631735,-0.2093477213,-0.4005296015,-0.5683568651,-0.1267895232,-0.5639980994,-0.6523650066,-0.06153161954,-0.5482529971,-0.6114819094,0.03054087934,-0.4818106749,-0.5136735135,0.1057816166,-0.2503561975,-0.4505854502,-0.2546789545,-0.3935365016,-0.4708584574,-0.1831706198,-0.4818106749,-0.5136735135,0.1057816166,-0.08234802089,-0.4253430476,0.3323507126,0.03042248509,-0.4005813762,-0.05440534804,0.3688723769,-0.3207248669,0.5076620949,-0.3767539859,-0.4032994684,0.2759956881,0.1711958257,-0.5331777194,0.5684593246,0.4228412861,-0.3213088942,-0.4658540318
23,Female,2,Nash7- Robot,0.7,0.6,0.6,0.8,0.1878030303,0.7777777778,-0.1404127976,-0.5250989226,0.1041612399,0.1618923882,-0.3805029464,-0.2061569896,0.1135800129,-0.5602716042,-0.2680309506,-0.3045142582,-0.5647488254,0.2616832405,-0.2164145809,-0.6418805134,0.1142007227,-0.3563192362,-0.5761179455,0.3231767453,-0.2639995731,-0.583324229,0.1724439025,-0.3563192362,-0.5761179455,0.3231767453,0.02924323579,-0.3708898342,-0.1937307343,0.01429860243,-0.3939964128,-0.1161191195,0.05325762666,-0.3755208679,-0.1028201665,0.3821320235,-0.330745698,-0.03652371304,-0.3191376775,-0.3982477368,-0.2278317977,0.05325762666,-0.3755208679,-0.1028201665,-0.05797233137,-0.5190793093,-0.1227341654,-0.09960843849,-0.3247636302,0.1464686025,-0.09881586715,-0.4813548963,-0.1326800999,0.1611339429,-0.4759467582,-0.325710467,0.2224555794,-0.5293912858,-0.06615890889,0.1509346914,-0.3626848337,-0.2329515786
27,Female,2,Sarah - 507 Furhat,0.55,0.75,0.4,0.4,0.3585606061,0.7777777778,0.03398782572,-0.5479022884,0.1795118474,-0.07927180523,-0.6554904724,0.05613227429,0.2037312274,-0.5044902054,0.590803823,0.1817167605,-0.5028462331,0.1265821819,0.01421933918,-0.4384641384,0.08694999416,0.1897021918,-0.4746938986,0.1272970404,0.4326382254,-0.447810509,0.1853412144,0.1897021918,-0.4746938986,0.1272970404,0.2881520643,-0.4635087429,-0.4484351199,0.3719167941,-0.4121082568,-0.199557596,0.3244178701,-0.5016014679,-0.7184080725,0.444125312,-0.4556365152,-0.6058740799,-0.1258079587,-0.420171478,-0.3327540185,0.3244178701,-0.5016014679,-0.7184080725,0.4196436585,-0.4213499121,0.1220423154,-0.006150454819,-0.6569778544,-0.1717413047,0.7660490557,-0.4444738385,0.122142998,-0.03710482933,-0.5763723664,0.1509206298,-0.4813999034,-0.7134554702,0.4527924348,0.2160358135,-0.306975709,0.5584942779
24,Male,2,Sarah-10 Furhat,0.55,0.4,1,0.8,0.2979545455,0.8333333333,0.1011440607,-0.5848006714,-0.23810715,0.3565861426,-0.4096714514,-0.001558287913,0.3730738308,-0.488870067,0.06032444194,-0.2693974231,-0.566784648,-0.1212429327,-0.4257898739,-0.5460829037,-0.1184745854,-0.05413545437,-0.549461481,-0.1598437386,-0.2797770847,-0.5043324738,0.01502419132,-0.05413545437,-0.549461481,-0.1598437386,-0.06544415934,-0.3921657324,0.01080595284,-0.08760865942,-0.4075115346,0.06362380204,0.1744068945,-0.3822625814,-0.1680771925,-0.01271805306,-0.3420198308,0.3435290662,-0.1880098364,-0.4732499013,0.6025151792,0.1744068945,-0.3822625814,-0.1680771925,-0.2087789024,-0.5498193249,-0.2896177665,-0.06736395437,-0.5088869103,-0.1910341978,-0.367437201,-0.3125725211,-0.2890010057,-0.09132103293,-0.3970785305,-0.2235848772,-0.09103633597,-0.5564526484,-0.0146756911,-0.1313265495,-0.5537900928,-0.4663207072
26,Male,2,Sarah-11 Furhat,0.2,0.2,0.8,0.6,0.2190530303,0.9444444444,-0.08767658529,-0.4072040288,0.3960548352,-0.4217435584,-0.4171728268,-0.6681440495,-0.04033652316,-0.4484497605,0.2399567173,-0.1542793385,-0.4732912267,0.3613490175,-0.3859298276,-0.587501506,0.5425125486,-0.04663352498,-0.44884449,0.4929872789,0.1375649728,-0.4011321516,0.264584263,-0.04663352498,-0.44884449,0.4929872789,-0.3122974267,-0.4274604442,-0.4642017906,-0.4567875677,-0.4555044377,-0.3326588879,-0.2399328767,-0.4716917619,-0.1173294456,-0.1687142467,-0.4429622143,0.04428206004,0.3060850663,-0.3994381423,0.330896951,-0.2399328767,-0.4716917619,-0.1173294456,-0.1839622807,-0.4028482175,0.3388031932,-0.2231091821,-0.3374203415,-0.4686810324,-0.05700504052,-0.3430345209,0.2469945644,-0.1711189169,-0.4111485875,-0.199548207,0.442612498,-0.2802287729,-0.3909627753,0.04942244107,-0.3581632178,-0.3750544794
60,Male,2,Sarah-2 Furhat,0.4,0.35,0.6,0.2,0.1848863636,0.9444444444,-0.0196388092,-0.6184232354,0.3109882963,0.07382580745,-0.5434146684,0.1820902718,-0.4747358428,-0.5535366244,0.1496472246,-0.1235894151,-0.5971896558,0.2424661929,0.2857477598,-0.4955054297,0.333093505,-0.1566992917,-0.6087955608,0.2359631716,0.2195210656,-0.5054968167,0.2342025565,-0.1566992917,-0.6087955608,0.2359631716,0.2060155266,-0.5162409335,0.2262328952,-0.06226049168,-0.4645699305,0.03770299849,0.1462245116,-0.525435632,0.2771199103,-0.2927458282,-0.5173438634,0.2453642492,-0.04191271271,-0.454500221,0.2313754912,0.1462245116,-0.525435632,0.2771199103,0.4531512711,-0.4690390898,0.1889521215,0.1701013996,-0.3253783981,-0.1775069572,0.8410798611,-0.4573644119,0.3130139146,0.2203452783,-0.3567619684,-0.07719428103,0.5901127732,-0.503985774,-0.05528129236,0.4249863346,-0.3115619115,-0.01972486819
25,Female,2,Sarah-5 Furhat,0.45,0.45,0.8,0.4,0.3874242424,1,-0.4024504539,-0.6933377601,0.5931927465,-0.3452908434,-0.5238721895,0.724429143,-0.4186222396,-0.685229112,-0.7753168567,-0.2341595411,-0.5807970493,-0.120180691,0.266985593,-0.3930080708,-0.3974609016,-0.4549276484,-0.6504874851,0.1249367827,-0.2923477364,-0.6268706681,-0.03671003587,-0.4549276484,-0.6504874851,0.1249367827,0.1222559599,-0.4277414046,-0.6860801612,0.3521916579,-0.4207395943,-0.624443777,-0.0569282226,-0.5061663227,-0.3755328603,0.0637221682,-0.5315349322,-0.5006660878,0.3140065162,-0.5270098417,-0.6254684085,-0.0569282226,-0.5061663227,-0.3755328603,-0.2926717331,-0.6009798855,0.5719913468,-0.123553102,-0.4020090241,-0.3423535759,0.05054378843,-0.362396169,0.3589374244,-0.02275475328,-0.5228286415,0.1913382448,0.2210319161,-0.3468930696,0.2352974095,-0.08324886499,-0.4804998606,0.136306228
25,Male,2,Sarah-7 Human,0.5,0.35,0.4,0.6,0.3333712121,0.9444444444,-0.05841059272,-0.4952314486,-0.2136660682,-0.3118117339,-0.3764388543,-0.496122253,-0.06322338913,-0.5395404441,0.6506577571,-0.6683526507,-0.632911593,0.06929320474,-0.5914347608,-0.6631311317,0.3286048891,-0.6388403946,-0.678308981,0.1385617222,-0.4692461877,-0.681777679,-0.199639129,-0.6388403946,-0.678308981,0.1385617222,0.08527607709,-0.4871958464,-0.4466031873,0.1026535996,-0.4398172856,-0.5034844727,-0.08289473663,-0.4020664267,-0.3832530189,0.2005944919,-0.322464016,-0.6324059106,0.1935562347,-0.3639000017,0.614581768,-0.08289473663,-0.4020664267,-0.3832530189,-0.1591638834,-0.4691901826,-0.1009718511,-0.4535250327,-0.3846703477,-0.7025468546,-0.1275592122,-0.4214014876,-0.2037619501,-0.607883426,-0.511176187,-0.4653672455,-0.3878941435,-0.4919412069,0.01964864745,-0.3041821059,-0.6115030187,-0.4975673806
24,Female,2,Sarah-8 Furhat,0.6,0.4,0.8,0.6,0.3759090909,0.8333333333,0.5481905909,-0.262481045,0.1235574933,-0.582921358,-0.5487079866,0.6447083404,0.4334592361,-0.444517348,-0.3451961841,0.4679196837,-0.3916252445,0.02497835177,0.08734142527,-0.4674199254,-0.07578600934,0.4652605452,-0.3874587295,-0.2250741101,0.5416747456,-0.384027894,0.09179953287,0.4652605452,-0.3874587295,-0.2250741101,0.4609342201,-0.3720622143,-0.3242288738,0.7106946147,-0.2722591071,-0.4840269705,0.2980998944,-0.4176340798,0.1018699828,0.5066484987,-0.3675512789,-0.3204306076,0.3096121856,-0.3566404398,0.6765622053,0.2980998944,-0.4176340798,0.1018699828,-0.214969697,-0.4473374031,0.5250224223,-0.4250188338,-0.4198508551,0.00340268987,0.01009977636,-0.3612224898,-0.683592884,0.03269687496,-0.43650494,0.2217210745,0.3832138919,-0.3219437329,-0.1057226637,-0.2932104657,-0.5843144107,-0.02213999617
